EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
North-Central Interior Freshwater Marsh,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,7
Northern Atlantic Coastal Plain Basin Peat Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 97: Atlantic White Cedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2475
Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,31393
Northern Atlantic Coastal Plain Brackish Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4235
Northern Atlantic Coastal Plain Calcareous Ravine,Tr Northern Atlantic Coastal Plain Calcareous Ravine,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,580
Northern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3311
Northern Atlantic Coastal Plain Sandy Beach,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,4668
Northern Atlantic Coastal Plain Riparian and Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,28721
Northern Atlantic Coastal Plain Tidal Salt Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,41796
Northern Atlantic Coastal Plain Tidal Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,8520
Piedmont Upland Depression Swamp,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,20
South-Central Interior Small Stream and Riparian Forest,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1613
Southeastern Coastal Plain Interdunal Wetland,He Southeastern Coastal Plain Interdunal Wetland,Herb,Riparian,Inland Marshes and Prairies,LF 70: Gulf Coastal Plain Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1
Southern and Central Appalachian Bog and Fen,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,349
Southern and Central Appalachian Mafic Glade and Barrens,Tr Southern and Central Appalachian Mafic Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,269
Southern Appalachian Seepage Wetland,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3
Southern Atlantic Coastal Plain Depression Pondshore,He Southern Atlantic Coastal Plain Depression Pondshore,Herb,Riparian,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91
Southern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1446
Southern Atlantic Coastal Plain Large River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,54727
Southern Atlantic Coastal Plain Salt and Brackish Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,14998
Southern Atlantic Coastal Plain Tidal Wooded Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,12560
Southern Coastal Plain Hydric Hammock,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,4
Southern Coastal Plain Nonriverine Basin Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1
Southern Piedmont Glade and Barrens,Tr Southern Piedmont Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,72
Southern Piedmont Large Floodplain Forest,Tr Central Interior and Appalachian Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,812
Southern Piedmont Small Floodplain and Riparian Forest,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1882
Southern Ridge and Valley Calcareous Glade and Woodland,Tr Southern Ridge and Valley Calcareous Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1306
Northeastern Interior Calcareous Oak Forest,Tr Northeastern Interior Calcareous Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,3366
Northeastern North American Temperate Forest Plantation,Tr Northeastern North American Temperate Forest Plantation,Tree,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,951
Northern & Central Native Ruderal Flooded & Swamp Forest,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,Riparian,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,438
Northern & Central Native Ruderal Forest,Tr Northern & Central Native Ruderal Forest,Tree,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,29636
Northern & Central Ruderal Shrubland,Sh Northern & Central Ruderal Meadow & Shrubland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,167
Northern & Central Ruderal Wet Meadow & Marsh,He Northern & Central Ruderal Wet Meadow & Marsh,Herb,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,55
Southeastern Exotic Ruderal Forest,Tr Southeastern Exotic Ruderal Forest,Tree,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,134
Southeastern Native Ruderal Flooded & Swamp Forest,Tr Southeastern Native Ruderal Flooded & Swamp Forest,Tree,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6687
Southeastern Native Ruderal Forest,Tr Southeastern Native Ruderal Forest,Tree,Conifer-Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,80907
Southeastern North American Temperate Forest Plantation,Tr Southeastern North American Temperate Forest Plantation,Tree,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,87125
Southeastern Ruderal Shrubland,Sh Southeastern Ruderal Grassland & Shrubland,Shrub,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,651
Southeastern Ruderal Wet Meadow & Marsh,He Southeastern Ruderal Wet Meadow & Marsh,Herb,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,5381
Southeastern Exotic Ruderal Flooded & Swamp Forest,Tr Southeastern Exotic Ruderal Flooded & Swamp Forest,Tree,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,127
Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,89
Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1069
Central Appalachian Stream and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,14
Central Appalachian Stream and Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,4
Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,21
Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,336
South-Central Interior Small Stream and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,21
South-Central Interior Small Stream and Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,26
Southern Atlantic Coastal Plain Large River Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5
Southern Atlantic Coastal Plain Large River Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,445
Southern Piedmont Small Floodplain and Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2
Northern & Central Ruderal Meadow,Sh Northern & Central Ruderal Meadow & Shrubland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1449
Southeastern Ruderal Grassland,Sh Southeastern Ruderal Grassland & Shrubland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,13376
