EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Southern Appalachian Northern Hardwood Forest,Tr Southern Appalachian Northern Hardwood Forest,Tree,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,7336
North-Central Interior Dry-Mesic Oak Forest and Woodland,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,70568
North-Central Interior Dry Oak Forest and Woodland,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,13952
Ouachita Montane Oak Forest,Tr Ouachita Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,17
North-Central Interior Beech-Maple Forest,Tr North-Central Interior Beech-Maple Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,17570
North-Central Interior Maple-Basswood Forest,Tr North-Central Interior Maple-Basswood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6728
Southern Appalachian Oak Forest,Tr Southern Appalachian Oak Forest,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,86308
Southern Piedmont Mesic Forest,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,11156
Allegheny-Cumberland Dry Oak Forest and Woodland,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,55966
Southern and Central Appalachian Cove Forest,Tr Southern and Central Appalachian Cove Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,80520
Central and Southern Appalachian Montane Oak Forest,Tr Central and Southern Appalachian Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,45915
South-Central Interior Mesophytic Forest,Tr South-Central Interior Mesophytic Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,94293
Crowley's Ridge Mesic Loess Slope Forest,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,353
West Gulf Coastal Plain Mesic Hardwood Forest,Tr West Gulf Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,5680
Northern Atlantic Coastal Plain Hardwood Forest,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,48744
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,108
South-Central Interior / Upper Coastal Plain Flatwoods,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,19
East Gulf Coastal Plain Southern Loess Bluff Forest,Tr East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,177
Southern Coastal Plain Dry Upland Hardwood Forest,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,11807
Eastern Great Plains Tallgrass Aspen Forest and Woodland,Tr Eastern Great Plains Tallgrass Aspen Parkland,Tree,Hardwood,"Aspen Forest, Woodland, and Parkland",SAF 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,13618
South Florida Hardwood Hammock,Tr South Florida Hardwood Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,220
Ozark-Ouachita Mesic Hardwood Forest,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,4549
Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,3232
Southeast Florida Maritime Hammock,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,31
Central and South Texas Coastal Fringe Forest and Woodland,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6587
West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,413
Appalachian Shale Barrens,Tr Appalachian Shale Barrens,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,288
Piedmont Hardpan Woodland and Forest,Tr Piedmont Hardpan Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,418
Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,19527
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,21011
Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,26753
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1130
East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,20105
Central and Southern Appalachian Spruce-Fir Forest,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,6853
Southeastern Interior Longleaf Pine Woodland,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,3
Southern Appalachian Montane Pine Forest and Woodland,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,3075
Southern Appalachian Low-Elevation Pine Forest,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,11530
Northeastern Interior Pine Barrens,Tr Northeastern Interior Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,14027
Northern Atlantic Coastal Plain Pitch Pine Barrens,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,31993
Florida Longleaf Pine Sandhill,Tr Florida Longleaf Pine Sandhill,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13847
Southern Coastal Plain Mesic Slope Forest,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,12150
Central Atlantic Coastal Plain Maritime Forest,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,367
Laurentian-Acadian Northern Pine Forest,Tr Laurentian-Acadian Northern Pine Forest,Tree,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,20362
Central Interior Highlands Dry Acidic Glade and Barrens,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,622
Ozark-Ouachita Dry Oak Woodland,Tr Ozark-Ouachita Dry Oak Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,55139
Laurentian-Acadian Pine-Hemlock Forest,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,72514
Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,11165
Southern Piedmont Dry Pine Forest,Tr Southern Piedmont Dry Pine Forest,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,1069
Central Appalachian Dry Pine Forest,Tr Central Appalachian Dry Pine Forest,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,8824
Appalachian Hemlock Forest,Tr Appalachian Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,16214
West Gulf Coastal Plain Pine Forest,Tr West Gulf Coastal Plain Pine Forest,Tree,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,8200
East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,Conifer,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,4
Acadian Low-Elevation Spruce-Fir Forest,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,584543
Acadian-Appalachian Montane Spruce-Fir Forest,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,196620
Eastern Serpentine Woodland,Tr Eastern Serpentine Woodland,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,190
Southern Ridge and Valley / Cumberland Dry Calcareous Forest,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,12453
Central Appalachian Pine Rocky Woodland,Tr Central Appalachian Rocky Pine Woodland,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,7317
West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,304
Northern Atlantic Coastal Plain Maritime Forest,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,14723
East Gulf Coastal Plain Maritime Forest,Tr East Gulf Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,1
Lower Mississippi River Dune Woodland and Forest,Tr Lower Mississippi River Dune Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,46
Southern Atlantic Coastal Plain Maritime Forest,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,13158
Edwards Plateau Limestone Savanna and Woodland,Tr Edwards Plateau Limestone Savanna and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,147507
Great Plains Wooded Draw and Ravine Woodland,Tr Western Great Plains Wooded Draw and Ravine,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6289
Acadian-Appalachian Alpine Tundra Shrubland,Sh Acadian-Appalachian Alpine Tundra,Shrub,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,81
Florida Peninsula Inland Scrub Shrubland,Tr Florida Peninsula Inland Scrub,Shrub,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,12211
Acadian-Appalachian Subalpine Woodland,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,Conifer,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1390
Tamaulipan Mixed Deciduous Thornscrub,Sh Tamaulipan Mixed Deciduous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5395
Tamaulipan Mesquite Upland Woodland,Tr Tamaulipan Mesquite Upland Scrub,Tree,Hardwood,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Tree-dominated,Open tree canopy,Deciduous open tree canopy,260
Tamaulipan Calcareous Thornscrub,Sh Tamaulipan Calcareous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,81824
Edwards Plateau Limestone Shrubland,Sh Edwards Plateau Limestone Shrubland,Shrub,Shrubland,Juniper-Oak,SRM 733: Juniper-Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,446046
North-Central Interior Oak Savanna,Tr North-Central Interior Oak Savanna,Tree,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,286
North-Central Oak Barrens Woodland,Tr North-Central Oak Barrens,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,5094
Great Plains Wooded Draw and Ravine Shrubland,Tr Western Great Plains Wooded Draw and Ravine,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,200
Cumberland Sandstone Glade and Barrens,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,5
Northern Atlantic Coastal Plain Grassland,Sh Northern Atlantic Coastal Plain Heathland,Herb,Grassland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,528
Central Appalachian Alkaline Glade and Woodland,Tr Central Appalachian Alkaline Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,370
Central Interior Highlands Calcareous Glade and Barrens Woodland,Tr Central Interior Highlands Calcareous Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,1124
West Gulf Coastal Plain Nepheline Syenite Glade,Tr West Gulf Coastal Plain Nepheline Syenite Glade,Tree,Conifer-Hardwood,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,89
Southern Piedmont Dry Oak Forest,Tr Southern Piedmont Dry Oak Forest,Tree,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,5855
Laurentian Pine Barrens,Tr Laurentian Pine Barrens,Tree,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,158
Alabama Ketona Glade and Woodland,Tr Alabama Ketona Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,2780
Great Lakes Alvar,He Great Lakes Alvar,Herb,Grassland,Great Lakes Alvar,SAF 37: Northern White-Cedar,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,2917
Great Lakes Wet-Mesic Lakeplain Prairie,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,107
North-Central Interior Sand and Gravel Tallgrass Prairie,He North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3814
Southern Appalachian Shrub Bald,Sh Southern Appalachian Grass and Shrub Bald,Shrub,Shrubland,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,677
Pennyroyal Karst Plain Prairie and Barrens,He Pennyroyal Karst Plain Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,16
Northern Tallgrass Prairie,He Northern Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,18249
Central Tallgrass Prairie,He Central Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,20370
Texas Blackland Tallgrass Prairie,He Texas Blackland Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3981
Southeastern Great Plains Tallgrass Prairie,He Southeastern Great Plains Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 710: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,274200
East-Central Texas Plains Xeric Sandyland,He East-Central Texas Plains Xeric Sandyland,Herb,Grassland,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1
Florida Dry Prairie Grassland,Sh Florida Dry Prairie,Herb,Grassland,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4582
Southern Atlantic Coastal Plain Dune and Maritime Grassland,He Southern Atlantic Coastal Plain Dune and Maritime Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4149
West Gulf Coastal Plain Northern Calcareous Prairie,He West Gulf Coastal Plain Northern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,252
West Gulf Coastal Plain Southern Calcareous Prairie,He West Gulf Coastal Plain Southern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2
Southwest Florida Dune and Coastal Grassland,He Southwest Florida Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4
Texas-Louisiana Coastal Prairie,He Texas-Louisiana Coastal Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,678
East Gulf Coastal Plain Dune and Coastal Grassland,He East Gulf Coastal Plain Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1746
Northern Atlantic Coastal Plain Dune and Swale Shrubland,Sh Northern Atlantic Coastal Plain Dune and Swale,Shrub,Shrubland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,387
Texas Coast Dune and Coastal Grassland,He Central and Upper Texas Coast Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1552
Tamaulipan Savanna Grassland,He Tamaulipan Savanna Grassland,Herb,Grassland,Grassland,SRM 728: Mesquite-Ganjeno-Acacia,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1202
Tamaulipan Lomas,Sh Tamaulipan Lomas,Shrub,Shrubland,Grassland,SRM 726: Cordgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,71
Eastern Boreal Floodplain Woodland,Tr Eastern Boreal Floodplain,Tree,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Deciduous open tree canopy,15
South Florida Pine Flatwoods,Tr South Florida Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2994
South Florida Cypress Dome,Tr South Florida Cypress Dome,Tree,Riparian,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,3
Southern Piedmont Dry Oak-(Pine) Forest,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,1733
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 98 : Pond Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,19390
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,300
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1188
