EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Laurentian-Acadian Northern Hardwoods Forest,Tr Laurentian-Acadian Northern Hardwoods Forest,Tree,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 27: Sugar Maple,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,136949100
Northeastern Interior Dry-Mesic Oak Forest,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,71949685
Ozark-Ouachita Dry-Mesic Oak Forest,Tr Ozark-Ouachita Dry-Mesic Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,61705317
Southern Interior Low Plateau Dry-Mesic Oak Forest,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,47783279
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tr East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,1685160
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tr East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,8597173
Crosstimbers Oak Forest and Woodland,Tr Crosstimbers Oak Forest and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,26316890
Southern Appalachian Northern Hardwood Forest,Tr Southern Appalachian Northern Hardwood Forest,Tree,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,925460
North-Central Interior Dry-Mesic Oak Forest and Woodland,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,59974863
North-Central Interior Dry Oak Forest and Woodland,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,8092296
Ouachita Montane Oak Forest,Tr Ouachita Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,22933
North-Central Interior Beech-Maple Forest,Tr North-Central Interior Beech-Maple Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,12600010
North-Central Interior Maple-Basswood Forest,Tr North-Central Interior Maple-Basswood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,7139009
Southern Appalachian Oak Forest,Tr Southern Appalachian Oak Forest,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,33316841
Southern Piedmont Mesic Forest,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,14419532
Allegheny-Cumberland Dry Oak Forest and Woodland,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,37318025
Southern and Central Appalachian Cove Forest,Tr Southern and Central Appalachian Cove Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,16205545
Central and Southern Appalachian Montane Oak Forest,Tr Central and Southern Appalachian Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,5710510
South-Central Interior Mesophytic Forest,Tr South-Central Interior Mesophytic Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,66253868
Crowley's Ridge Mesic Loess Slope Forest,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,1090956
West Gulf Coastal Plain Mesic Hardwood Forest,Tr West Gulf Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6843919
Northern Atlantic Coastal Plain Hardwood Forest,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,5875589
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,718495
South-Central Interior / Upper Coastal Plain Flatwoods,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,216450
East Gulf Coastal Plain Northern Loess Bluff Forest,Tr East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,2050154
Southern Coastal Plain Limestone Forest,Tr Southern Coastal Plain Limestone Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,192012
East Gulf Coastal Plain Southern Loess Bluff Forest,Tr East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,534761
Southern Coastal Plain Dry Upland Hardwood Forest,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6469786
Eastern Great Plains Tallgrass Aspen Forest and Woodland,Tr Eastern Great Plains Tallgrass Aspen Parkland,Tree,Hardwood,"Aspen Forest, Woodland, and Parkland",SAF 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,980680
South Florida Hardwood Hammock,Tr South Florida Hardwood Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,207478
Ozark-Ouachita Mesic Hardwood Forest,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,1091084
Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,1468051
Southwest Florida Maritime Hammock,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,38349
Southeast Florida Maritime Hammock,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,24897
Central and South Texas Coastal Fringe Forest and Woodland,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1004533
West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,89032
Appalachian Shale Barrens,Tr Appalachian Shale Barrens,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,69137
Piedmont Hardpan Woodland and Forest,Tr Piedmont Hardpan Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,83482
Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,3361682
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,5015841
Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,7470878
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2371165
East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,7278947
Central and Southern Appalachian Spruce-Fir Forest,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,857199
Southeastern Interior Longleaf Pine Woodland,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,104740
Southern Appalachian Montane Pine Forest and Woodland,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,750844
Southern Appalachian Low-Elevation Pine Forest,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,9664897
Northeastern Interior Pine Barrens,Tr Northeastern Interior Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,181525
Northern Atlantic Coastal Plain Pitch Pine Barrens,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2256259
Florida Longleaf Pine Sandhill,Tr Florida Longleaf Pine Sandhill,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2825899
Southern Coastal Plain Mesic Slope Forest,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,1787551
Bastrop Lost Pines Forest and Woodland,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116496
South Florida Pine Rockland,Tr South Florida Pine Rockland,Tree,Conifer,Pine Flatwoods,SAF 84: Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,33149
Central Atlantic Coastal Plain Maritime Forest,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,175632
Laurentian-Acadian Northern Pine Forest,Tr Laurentian-Acadian Northern Pine Forest,Tree,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,8075817
Central Interior Highlands Dry Acidic Glade and Barrens,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,87123
Ozark-Ouachita Dry Oak Woodland,Tr Ozark-Ouachita Dry Oak Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,30108837
Laurentian-Acadian Pine-Hemlock Forest,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,13537386
Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10364043
Southern Piedmont Dry Pine Forest,Tr Southern Piedmont Dry Pine Forest,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,9590947
Central Appalachian Dry Pine Forest,Tr Central Appalachian Dry Pine Forest,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,2320192
Appalachian Hemlock Forest,Tr Appalachian Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,7610032
West Gulf Coastal Plain Pine Forest,Tr West Gulf Coastal Plain Pine Forest,Tree,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,15880828
East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,Conifer,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,304870
Acadian Low-Elevation Spruce-Fir Forest,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,18951449
Acadian-Appalachian Montane Spruce-Fir Forest,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,7431377
Eastern Serpentine Woodland,Tr Eastern Serpentine Woodland,Tree,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,7468
Southern Ridge and Valley / Cumberland Dry Calcareous Forest,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,7238093
Central Appalachian Pine Rocky Woodland,Tr Central Appalachian Rocky Pine Woodland,Tree,Conifer,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2084304
West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,2157974
Northern Atlantic Coastal Plain Maritime Forest,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,548143
East Gulf Coastal Plain Maritime Forest,Tr East Gulf Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,35163
Lower Mississippi River Dune Woodland and Forest,Tr Lower Mississippi River Dune Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,134905
Southern Atlantic Coastal Plain Maritime Forest,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,530842
Edwards Plateau Limestone Savanna and Woodland,Tr Edwards Plateau Limestone Savanna and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,23129292
Mississippi Delta Maritime Forest,Tr Mississippi Delta Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13519
Great Plains Wooded Draw and Ravine Woodland,Tr Western Great Plains Wooded Draw and Ravine,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,4691867
Acadian-Appalachian Alpine Tundra Shrubland,Sh Acadian-Appalachian Alpine Tundra,Shrub,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,19756
Florida Peninsula Inland Scrub Shrubland,Tr Florida Peninsula Inland Scrub,Shrub,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1322630
Acadian-Appalachian Subalpine Woodland,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,Conifer,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Evergreen open tree canopy,99879
Tamaulipan Mixed Deciduous Thornscrub,Sh Tamaulipan Mixed Deciduous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22354712
Tamaulipan Mesquite Upland Woodland,Tr Tamaulipan Mesquite Upland Scrub,Tree,Hardwood,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Tree-dominated,Open tree canopy,Deciduous open tree canopy,948319
Tamaulipan Calcareous Thornscrub,Sh Tamaulipan Calcareous Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,11109563
Edwards Plateau Limestone Shrubland,Sh Edwards Plateau Limestone Shrubland,Shrub,Shrubland,Juniper-Oak,SRM 733: Juniper-Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,36286466
North-Central Interior Oak Savanna,Tr North-Central Interior Oak Savanna,Tree,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,11729
North-Central Oak Barrens Woodland,Tr North-Central Oak Barrens,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,1055354
Great Plains Wooded Draw and Ravine Shrubland,Tr Western Great Plains Wooded Draw and Ravine,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,31533
Nashville Basin Limestone Glade and Woodland,Tr Nashville Basin Limestone Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,100619
Cumberland Sandstone Glade and Barrens,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,24081
Northern Atlantic Coastal Plain Grassland,Sh Northern Atlantic Coastal Plain Heathland,Herb,Grassland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,51173
Central Appalachian Alkaline Glade and Woodland,Tr Central Appalachian Alkaline Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,32865
Central Interior Highlands Calcareous Glade and Barrens Woodland,Tr Central Interior Highlands Calcareous Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,367154
West Gulf Coastal Plain Catahoula Barrens,Tr West Gulf Coastal Plain Catahoula Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,17354
West Gulf Coastal Plain Nepheline Syenite Glade,Tr West Gulf Coastal Plain Nepheline Syenite Glade,Tree,Conifer-Hardwood,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,498
Southern Piedmont Dry Oak Forest,Tr Southern Piedmont Dry Oak Forest,Tree,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,23044959
Laurentian Pine Barrens,Tr Laurentian Pine Barrens,Tree,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,1030426
Alabama Ketona Glade and Woodland,Tr Alabama Ketona Glade and Woodland,Tree,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,28461
Great Lakes Alvar,He Great Lakes Alvar,Herb,Grassland,Great Lakes Alvar,SAF 37: Northern White-Cedar,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,24304
Llano Uplift Acidic Forest and Woodland,Tr Llano Uplift Acidic Forest Woodland and Glade,Tree,Conifer-Hardwood,Glades and Barrens,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,364465
Great Lakes Wet-Mesic Lakeplain Prairie,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,35591
North-Central Interior Sand and Gravel Tallgrass Prairie,He North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,377598
Bluegrass Savanna and Woodland Prairie,Tr Bluegrass Savanna and Woodland,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,818
Southern Appalachian Shrub Bald,Sh Southern Appalachian Grass and Shrub Bald,Shrub,Shrubland,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,18099
Arkansas Valley Prairie,Tr Arkansas Valley Prairie and Woodland,Herb,Grassland,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,16542
Western Highland Rim Prairie and Barrens,He Western Highland Rim Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,179
Eastern Highland Rim Prairie and Barrens,He Eastern Highland Rim Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2535
Pennyroyal Karst Plain Prairie and Barrens,He Pennyroyal Karst Plain Prairie and Barrens,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,13143
Southern Ridge and Valley Patch Prairie,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4207
Northern Tallgrass Prairie,He Northern Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,5273154
Central Tallgrass Prairie,He Central Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,10225903
